id,class,UsingIPAddress1,URLlengthRule1,TinyService,checkArrobaURL,checkRedirectURL,checkDashDomain,checkSubDomainMulSubDomain,checkHTTPSDomainURL,GoogleIndex,StatisticalReports,SSLFinal_state2,AgeSSL2,numDotsURL,NumDotSubDomain,pathLevelURL,URLlength,NumDashURL,NumDashDomain,checkTildeSymbolURL,NumUnderscoreURL,NumPercentURL,NumAmpersandURL,QueryComponents,NumHashURL,NumNumericCharsURL,NoHTTPS,DomainInSubdomains,DomainInPaths,HostnameLenth,PathLength,QueryLength,NumSensitiveWords,NumArrobaURL,KnowLTD,get_PositionTLD,BrandNameURL,numDots_URLRule4,SpecialSymbol4,URLlengthRule4,SuspiciousInURL,httpCountInURL,BrandNameDomain,NumNumericChars_Path,NumNumericChars_Domain,NumNumericChars_Subdomain,RandomDomain,RandomString,DomainLength,SubdomainLength,checkWWW,checkCOM,numInterrogation,numBar,numEqual,numArroba,checkAlexa,RawWordCount,AvaregeWordLength,LongestWordLength,ShortestWordLength,StandardDerivation,AdjacentWordCount,AverageAdjacentWordLength,SeparatedWordCount,OtherWordsCount,RandomWordCount,KeywordCount,BrandNameCount,TargetBrandNameCount,TargetKeywordCount,SimilarBrandNameCount,SimilarKeywordCount,ConsecutiveCharacterRepeat,URLofAnchorRule1,statusBarCost,SubmittingEmailTo,DisablingRightClick,ServerFormHandler,EmbeddedBrandName,URLofAnchorCat,InsecureForm,RelativeFormAction,ExtFormAction,AbnormalFormAction,FrequentDomainNameMismatch,PopUpWindow,ImagesOnlyInForm,PctExtResourceUrls,IframeOrFrame,LinksMetaScript,checkTitle,FakeLoginForm,Copied_CSS,IdentityKeywords,URLofAnchorRule4,CheckDataURI,ForeignhyperlinksRule1,FaviconD,Foreignhyperlinks,Numberofwebpages,ForeignhyperlinksRule4,Nohyperlinkfeature,Copyrightfeatures,LinksMetaScriptRule1,IFrameRedFrameBorder,IFrameExternalSRC,NumberRedirect
2559,1,0,2,0,0,0,0,0,0,0,0,1,-1,6,0,9,116,0,0,0,0,0,1,2,0,1,0,0,1,12,13,79,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,12,0,0,0,2,11,1,0,1,18,5.4444444444444455,12,2,3.059088866208045,110,6.0,6,9,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,2,0.0,0,0,0,1,0,0,0,0
2560,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,2,53,1,0,0,0,0,0,0,0,1,0,0,0,24,17,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,21,3,0,0,0,4,0,0,1,6,7.833333333333332,21,3,6.335525936249405,226,8.415929203539822,5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.5,1,1,0,1,0,0,2,2,1.0,51,1,1,1,1,0,0,0
2563,1,0,1,1,0,0,1,0,0,0,0,1,698,2,0,1,66,2,1,0,1,0,1,2,0,0,0,0,1,20,11,22,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,20,0,0,0,1,3,1,0,1,7,8.428571428571429,20,3,5.421047417431509,207,8.08695652173913,5,12,3,3,0,0,3,0,0,0,1,0,0,0,1,0,0.631578947368421,1,1,1,0,0,0,0,0.631578947368421,0,0.8125,1,1,1,0,1,0,2,1,1.0,61,1,1,1,1,0,0,0
2564,1,0,0,0,0,0,0,0,0,0,0,1,5479,3,0,2,46,0,0,0,0,0,0,0,0,0,0,0,1,17,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,7,0,0,0,4,0,0,0,7,5.571428571428571,10,3,2.610809554642438,56,5.125,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,1,0,0,0,2,0.0,0,0,0,1,0,0,0,0
2565,1,0,2,0,0,0,0,0,0,0,0,1,5479,2,0,5,111,0,0,0,1,0,0,1,0,5,0,0,0,10,76,11,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,1,6,4,0,0,1,7,1,0,0,11,9.090909090909092,56,1,14.993662573079732,21,4.666666666666667,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0.6666666666666666,1,0,1,0,0,0,2,1,0.7692307692307693,13,1,1,1,1,0,0,0
2566,1,0,0,0,0,0,0,0,0,0,0,1,90,3,0,2,40,0,0,0,0,0,0,0,0,0,0,0,1,13,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,0,0,4,0,0,1,7,4.714285714285714,10,3,2.2497165354319457,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,1,0,0,0,2,0.0,0,0,0,1,0,0,0,0
2567,1,0,1,0,0,0,0,0,0,0,0,1,90,2,0,5,54,1,0,0,0,0,0,0,0,3,0,0,0,11,31,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,1,8,3,0,0,0,7,0,0,1,9,5.0,8,3,2.211083193570267,63,4.666666666666667,6,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4166666666666667,0,0,0,0,0,0,1,0.4166666666666667,1,0.6666666666666666,1,0,1,1,1,1,2,1,1.0,28,1,1,1,1,0,0,0
2570,1,0,2,0,0,0,0,0,0,0,0,1,365,4,1,8,83,1,0,0,0,0,0,0,0,0,0,0,1,11,55,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,7,8,0,0,0,10,0,0,0,14,4.928571428571429,8,3,1.7098156005122604,21,4.666666666666667,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.9166666666666666,1,1,0,0,0,0,0,0.9166666666666666,1,0.8333333333333334,1,1,1,1,1,0,2,1,1.0,22,1,1,1,2,0,1,0
2571,1,0,0,0,0,0,0,0,0,0,0,1,750,1,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,5,0,0,1,6,5.166666666666667,12,0,3.760171390892826,55,6.0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.9375,1,0,1,1,0,0,2,0,1.0,21,1,1,1,2,0,0,0
2572,1,0,2,0,0,0,1,0,0,0,0,1,-1,6,0,6,281,5,1,0,1,0,2,3,0,72,1,0,1,16,87,165,4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,13,3,0,0,1,8,3,0,1,19,13.789473684210524,76,3,20.18227191678359,491,9.323828920570264,12,25,8,4,1,1,3,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.6666666666666666,1,1,0,1,1,0,2,0,1.0,15,1,1,1,1,0,0,0
2573,1,0,2,0,0,0,1,0,0,0,0,1,-1,3,0,4,163,3,1,0,0,0,6,7,0,18,0,0,1,22,34,94,0,0,1,1,0,0,1,1,0,0,0,4,0,0,0,1,22,0,0,0,1,6,7,0,1,17,8.588235294117647,22,0,5.811336016578102,314,7.929936305732482,6,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.5,1,1,0,1,0,0,2,0,1.0,5,1,1,1,1,0,0,0
2576,1,0,2,0,0,0,0,0,0,0,0,1,1143,3,0,4,230,0,0,0,1,0,2,3,0,85,0,0,1,17,36,165,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,17,0,0,0,1,6,3,0,1,13,16.692307692307693,76,3,23.162916700173398,175,7.142857142857142,7,20,5,1,0,0,1,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.5,1,1,0,1,1,0,2,0,1.0,23,1,1,1,1,0,0,0
2577,1,0,2,0,0,0,0,0,0,0,0,1,90,6,0,6,108,0,0,0,1,0,1,2,0,0,0,0,1,14,52,27,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,14,0,0,0,1,8,2,0,1,15,6.2,18,0,4.636090306856991,242,7.223140495867769,4,9,1,3,0,0,2,0,0,0,2,0,0,0,2,0,1.0,1,1,0,0,0,0,0,1.0,0,0.4,1,0,0,1,1,0,2,0,1.0,8,1,1,1,1,0,0,0
2579,1,0,0,0,0,0,0,0,0,0,0,1,824,3,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,2,0,0,0,5,5.2,13,2,4.166533331199932,65,6.384615384615384,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0.17647058823529413,1,0,0,1,0,0,1,0,0.29850746268656714,67,0,1,1,1,0,0,0
2581,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,3,0,0,1,5,3.4,6,0,2.0591260281974,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04651162790697674,1,1,0,0,0,0,0,0.04651162790697674,0,0.2,1,0,0,0,0,0,2,2,0.9710144927536232,69,1,1,1,1,0,0,0
2582,1,0,1,0,0,0,0,0,0,0,0,1,90,1,0,3,72,1,0,0,0,3,0,0,0,7,0,0,0,14,46,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0,0,1,14,0,0,0,0,5,0,0,1,6,11.0,29,3,8.86942313043338,324,8.246913580246913,8,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.5,1,0,0,1,0,0,2,0,1.0,11,1,1,1,1,0,0,0
2584,1,0,0,0,0,0,0,0,0,0,1,1,-1,3,0,1,34,0,0,0,0,0,0,0,0,0,0,0,1,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,1,5,5.8,8,2,2.2271057451320093,21,4.666666666666667,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,1,0,0,0,2,0.0,0,0,0,1,0,0,0,0
2585,1,0,0,0,0,0,0,0,0,0,0,1,364,2,0,1,31,1,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,14,0,0,0,3,0,0,1,5,5.2,14,0,4.791659420284376,78,6.666666666666668,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0.8,0,0,1,1,0,0,2,2,0.6428571428571429,14,1,1,1,1,0,0,0
2587,1,0,0,0,0,0,0,0,0,0,0,1,90,2,0,1,34,1,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,8,3,0,0,0,3,0,0,0,5,5.8,9,3,2.4819347291981715,49,4.857142857142857,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.6363636363636364,1,0,0,0,0,0,2,2,0.8888888888888888,9,1,1,1,1,0,0,0
2591,1,0,0,0,0,0,0,0,0,0,0,1,731,1,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5,0,0,1,6,5.166666666666667,13,2,3.8042374035044415,66,6.333333333333332,4,5,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0.7857142857142857,1,1,1,0,0,0,0,0.7857142857142857,1,0.26229508196721313,1,1,0,1,1,0,2,1,1.0,172,1,1,1,1,0,0,0
2597,1,0,2,0,1,0,0,0,0,0,0,1,-1,4,0,7,124,1,0,0,0,0,0,1,0,0,0,0,1,14,61,38,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,14,0,0,0,1,9,1,1,1,15,7.2666666666666675,26,2,6.255308856394612,508,8.799212598425195,16,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.5,1,1,0,1,0,0,2,1,1.0,3,1,1,1,1,0,0,0
2598,1,0,0,0,0,0,0,0,0,0,0,1,3650,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,15,0,0,0,0,3,0,0,1,4,5.75,15,0,5.629165124598851,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0.1,1,0,1,0,0,0,0,2,0.09803921568627452,51,0,1,0,0,0,0,0
2599,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,4,0,0,1,6,6.666666666666668,19,3,5.617433182117572,153,8.333333333333334,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0,0,1,0.2222222222222222,0,0.9,1,0,0,1,0,0,2,0,1.0,30,1,1,1,2,0,0,0
2600,1,0,2,0,0,0,0,0,0,0,0,1,90,1,0,3,111,0,0,0,0,0,0,0,0,14,0,0,0,18,81,0,0,0,1,1,0,0,0,1,0,0,0,14,0,0,0,1,18,0,0,0,0,5,0,0,1,6,17.5,75,0,26.348624252510795,136,8.0,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,1,1,0,1,0,0,0,0.1111111111111111,0,0.7826086956521741,1,1,0,1,0,0,2,0,1.0,55,1,1,1,1,0,0,0
2601,1,1,0,0,0,0,0,0,0,0,0,1,-1,4,3,3,44,0,0,0,0,0,0,0,0,8,0,0,1,11,26,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,1,11,0,0,0,0,5,0,0,1,9,3.888888888888889,11,1,2.766644355108608,45,5.666666666666668,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,1.0,1,1,0,1,0,0,2,0,1.0,4,1,1,1,2,0,0,0
2602,1,0,2,0,1,0,0,0,0,0,0,1,749,2,0,7,242,1,0,0,1,0,2,3,0,80,0,0,1,11,54,165,2,4,1,1,0,0,1,1,1,0,0,0,0,0,0,1,11,0,0,0,1,9,3,4,1,16,14.125,76,3,21.41516693841073,900,12.345555555555556,10,27,5,2,0,0,1,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.6666666666666666,1,1,0,1,1,0,2,0,1.0,20,1,1,1,1,0,0,0
2604,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,2,49,0,0,0,0,0,0,1,0,0,0,0,0,24,4,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,1,4,1,0,1,7,6.0,24,0,7.801098823700597,274,9.591240875912408,4,11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.6666666666666666,1,1,0,0,1,0,2,0,1.0,12,1,1,1,1,0,0,0
2605,1,0,2,0,0,0,0,0,0,0,0,1,90,4,0,2,83,0,0,0,1,5,0,0,0,10,0,0,1,10,62,0,0,0,0,1,1,1,0,1,0,0,0,10,0,0,0,1,10,0,0,0,0,4,0,0,1,6,12.833333333333336,44,2,14.28771811343186,563,12.840142095914745,7,14,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6666666666666666,1,1,0,0,0,1,0,0.6666666666666666,1,0.8823529411764706,1,1,1,1,1,1,2,2,1.0,31,1,1,1,2,0,0,0
2606,1,0,2,0,0,0,0,0,0,0,0,1,-1,2,0,4,84,3,3,0,0,0,0,0,0,25,0,0,0,29,43,0,2,0,1,1,0,0,1,1,1,0,0,21,2,2,1,1,5,24,0,0,0,6,0,0,0,8,9.5,32,0,10.965856099730654,210,9.333333333333334,4,9,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0.032786885245901634,1,1,0,0,0,0,0,0.032786885245901634,1,0.7142857142857143,1,1,0,0,0,0,2,2,0.9587628865979382,97,1,1,0,1,0,1,0
2607,1,0,2,0,0,0,0,0,0,0,0,1,90,3,0,3,86,3,0,0,2,0,0,0,0,8,0,0,1,23,51,0,0,0,1,1,0,0,1,1,0,0,0,8,0,0,0,1,15,8,0,0,0,5,0,0,0,8,9.75,19,3,5.425633603552677,271,6.280442804428043,10,23,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.030120481927710843,1,1,0,0,1,0,0,0.030120481927710843,1,0.2631578947368421,1,1,1,0,0,1,2,0,0.5708502024291497,247,1,1,1,1,0,1,0
2609,1,0,2,0,0,0,0,0,0,0,0,1,750,1,0,4,94,1,0,0,1,0,0,0,0,21,0,0,0,18,65,0,0,0,1,1,0,0,1,1,0,0,0,21,0,0,0,1,18,0,0,0,0,6,0,0,1,7,12.428571428571427,34,3,10.210039077260364,227,7.599118942731277,8,15,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.3333333333333333,1,1,0,1,1,0,2,0,1.0,9,1,1,1,1,0,0,0
2610,1,0,2,0,0,0,0,0,0,0,0,1,90,1,0,2,111,1,0,0,0,0,0,1,0,25,0,0,0,7,44,49,1,0,0,1,0,0,1,1,1,0,0,22,0,0,0,1,7,0,0,0,1,4,3,0,1,9,11.333333333333336,43,0,14.499042113954365,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,1,1,0,0,0,0,0,0.25,1,0.2307692307692308,1,0,0,1,0,0,2,0,1.0,11,1,1,1,1,0,1,0
2615,1,0,2,1,0,0,0,0,0,0,0,1,-1,2,0,5,132,1,1,0,2,0,0,0,0,15,0,0,0,27,92,0,0,0,1,1,0,0,1,1,0,0,0,9,0,6,0,1,10,17,0,0,0,7,0,0,0,9,13.666666666666664,46,1,14.079141387961915,458,10.609170305676857,10,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.7826086956521741,1,0,0,0,0,0,2,0,1.0,18,1,1,1,1,0,0,0
2616,1,1,0,0,0,0,0,0,0,0,0,1,-1,3,3,2,23,0,0,0,0,0,0,0,0,9,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,12,0,0,0,0,4,0,0,1,7,2.2857142857142856,5,0,1.3850513878332371,0,0.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0.9090909090909092,1,1,0,0,0,0,0,0.9090909090909092,0,0.5555555555555556,1,0,0,1,1,0,2,0,1.0,20,1,1,1,1,0,0,0
2617,1,0,2,1,0,0,0,0,0,0,0,1,730,2,0,5,136,1,1,0,3,0,0,1,0,7,0,0,0,21,93,8,0,0,1,1,0,0,1,1,0,0,0,6,0,0,0,1,10,11,0,0,1,7,1,0,0,11,11.363636363636365,46,1,13.391128184346034,37,5.405405405405406,3,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,0.0,1,0.8125,1,1,0,1,0,0,2,1,1.0,13,1,1,1,1,0,0,0
2618,1,0,0,1,0,0,0,0,0,0,0,1,5479,4,2,1,50,1,0,0,0,0,0,0,0,14,0,0,0,30,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,14,0,1,7,23,0,0,0,3,0,0,1,7,6.142857142857142,18,1,5.2760529464626815,1,4.0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,1,0.2307692307692308,1,0,1,1,1,0,2,1,1.0,12,1,1,1,1,0,1,0
2622,1,0,2,0,1,0,0,0,0,0,0,1,90,3,0,4,86,1,0,0,0,0,0,1,0,0,0,0,1,12,40,22,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,12,0,0,0,1,6,1,1,0,11,6.8181818181818175,13,3,3.8569460791993504,112,6.0982142857142865,5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.0,1,1,0,1,0,0,2,2,1.0,5,1,1,1,0,0,0,0
2623,1,0,0,0,0,0,0,0,0,0,0,1,90,1,0,1,45,0,0,0,0,0,0,0,0,2,0,0,0,17,17,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,0,0,3,0,0,1,4,10.25,17,3,6.299801584177076,119,7.705882352941178,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.4,1,0,0,0,0,0,2,2,0.75,4,1,1,1,1,0,0,0
2624,1,0,2,1,0,0,0,0,0,0,0,1,90,1,0,3,99,0,0,0,0,0,0,0,0,12,0,0,0,7,81,0,0,0,1,1,0,0,0,1,0,0,0,12,0,0,0,1,7,0,0,0,0,5,0,0,1,6,15.5,75,0,26.694256560791,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,1,1,0,1,0,0,0,0.1111111111111111,0,0.7826086956521741,1,1,0,1,0,0,2,0,1.0,55,1,1,1,1,0,0,0
2626,1,0,2,0,0,0,0,0,0,0,0,1,90,2,0,4,229,1,0,0,1,1,2,3,0,90,0,0,1,9,42,165,2,0,1,1,0,0,1,1,1,0,0,2,0,0,0,1,9,0,0,0,1,6,3,0,1,13,16.615384615384613,76,3,23.10024462587243,593,11.155143338954467,11,23,4,2,0,0,1,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.6666666666666666,1,1,0,1,1,0,2,0,1.0,10,1,1,1,1,0,0,0
2627,1,0,2,1,0,0,0,0,0,0,0,1,730,2,0,5,129,1,1,0,3,0,0,1,0,11,0,0,0,34,79,2,0,0,1,1,0,0,1,1,0,0,0,11,0,0,0,1,10,24,0,0,1,7,1,0,0,11,10.727272727272727,46,0,13.1501186243589,395,8.860759493670884,12,26,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,0.0,1,0.8333333333333334,1,1,0,1,0,0,2,1,1.0,15,1,1,1,2,0,0,0
2628,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,6,75,1,0,0,0,0,0,0,0,0,0,0,0,14,51,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,14,0,0,0,0,8,0,0,1,9,7.333333333333332,14,2,4.109609335312651,208,6.105769230769233,10,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.5,1,1,0,1,0,0,2,1,1.0,3,1,1,1,1,0,0,0
2630,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,1,36,0,0,0,0,0,0,0,0,3,0,0,0,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,13,9,0,0,0,3,0,0,0,5,6.2,13,0,4.534313619501853,64,5.1875,6,7,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1.0,1,1,0,0,0,0,0,1.0,0,0.7325581395348837,1,1,0,1,1,0,2,1,1.0,143,1,1,1,1,0,0,0
2631,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,2,36,1,1,0,0,0,0,0,0,0,0,0,0,18,7,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,18,0,0,0,0,4,0,0,1,5,6.2,18,0,6.273754856543249,136,8.0,6,9,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0.10989010989010987,1,1,0,0,1,0,0,0.10989010989010987,1,0.509090909090909,1,0,0,0,0,0,2,0,0.9171597633136096,169,1,1,1,1,0,0,0
2633,1,0,0,0,0,0,0,0,0,0,0,1,364,1,0,1,35,0,0,0,0,0,0,0,0,4,0,0,0,5,18,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,3,0,0,0,4,7.75,17,3,5.4486236794258405,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0.6666666666666666,1,0,1,0,0,0,2,1,0.7692307692307693,13,1,1,1,1,0,0,0
2634,1,0,0,0,0,0,0,0,0,0,0,1,90,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,4,0,0,1,5,5.0,10,3,2.6076809620810595,36,5.333333333333333,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.5,1,0,0,1,0,0,2,0,1.0,6,1,1,1,1,0,0,0
2637,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,1,26,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,1,4,5.5,7,3,1.6583123951777,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.6666666666666666,1,1,1,1,0,0,2,2,1.0,6,1,1,1,1,0,0,0
2638,1,0,2,1,0,0,0,0,0,0,0,1,90,2,0,6,76,1,0,0,0,0,0,0,0,0,0,0,1,8,56,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,8,0,0,0,0,8,0,0,1,10,6.6,10,3,2.374868417407584,114,5.087719298245614,11,20,2,1,0,0,1,0,0,0,2,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0.5,1,1,0,1,1,0,2,0,1.0,18,1,1,1,1,0,0,0
2639,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,2,43,1,0,0,0,0,0,1,0,1,0,0,1,8,16,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,8,0,0,0,1,4,0,0,1,7,5.142857142857143,8,1,2.7479120088101916,42,4.666666666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,0.5,1,1,0,1,0,0,2,0,1.0,1,1,1,1,1,0,0,0
2643,1,0,1,0,0,0,0,0,0,0,0,1,1095,3,0,3,65,1,0,0,1,0,0,0,0,0,0,0,1,14,39,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,11,3,0,0,0,5,0,0,1,8,7.125,21,3,5.925316447245666,255,8.07843137254902,6,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,1.0,1,1,0,1,0,0,2,2,1.0,1,1,1,1,2,0,0,0
2644,1,0,2,0,0,0,0,0,0,0,0,1,730,4,0,6,121,1,0,0,2,0,1,2,0,5,0,0,0,20,62,27,2,0,0,1,0,1,1,1,1,0,0,5,0,0,0,1,17,3,0,0,1,8,2,0,1,15,7.066666666666666,19,0,5.591263025669801,317,6.993690851735016,8,27,2,2,0,0,2,0,1,1,2,0,0,0,2,0,1.0,1,1,0,0,0,0,0,1.0,0,0.4,1,0,0,1,1,0,2,0,1.0,8,1,1,1,1,0,0,0
2645,1,0,2,0,0,0,0,0,0,0,0,1,90,4,0,6,119,2,0,0,0,0,0,0,0,26,0,0,1,8,100,0,0,0,1,1,1,1,1,1,0,0,0,23,3,0,0,1,8,0,0,0,0,8,0,0,1,12,8.916666666666666,40,1,11.49969806366913,331,10.867069486404834,6,13,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0847457627118644,0,0,0,0,1,0,1,0.0847457627118644,0,0.09205020920502092,1,0,1,0,0,0,0,1,0.09473684210526316,285,0,1,1,0,0,0,0
